age,income,education,credit_score,loan_amount,loan_term,employment_status,marital_status,loan_approved
22,137584,Masters,839.0,5365,48,Unemployed,Divorced,No
40,64413,High School,787.0,49535,12,Employed,Married,Yes
21,133387,High School,737.0,21103,36,Self-Employed,Single,Yes
57,113623,PhD,,37510,36,Unemployed,Divorced,No
29,117883,Bachelors,655.0,29476,48,Self-Employed,Married,Yes
37,53756,Bachelors,832.0,17742,36,Self-Employed,Single,Yes
29,73268,Masters,551.0,17391,60,Self-Employed,Divorced,No
31,59214,Masters,534.0,41940,48,Unemployed,Married,No
35,101871,PhD,526.0,33901,12,Self-Employed,Divorced,No
44,147844,PhD,,37001,48,Unemployed,Divorced,No
58,48602,PhD,612.0,20623,24,Employed,Single,Yes
55,73331,High School,348.0,7378,48,Unemployed,Single,No
50,68901,PhD,417.0,26372,36,Employed,Married,No
51,119986,PhD,353.0,49799,36,Unemployed,Single,No
25,83416,Masters,343.0,43437,60,Self-Employed,Married,No
64,52196,,352.0,40503,60,Unemployed,Divorced,No
34,148386,,824.0,35746,60,Self-Employed,Divorced,Yes
31,25626,High School,401.0,32923,12,Employed,Married,No
29,27424,Masters,697.0,14867,60,Unemployed,Divorced,No
54,32857,PhD,437.0,46258,12,Self-Employed,Single,No
32,130459,,686.0,38724,60,Employed,Divorced,Yes
55,135621,High School,410.0,14306,12,Employed,Single,No
55,39982,PhD,316.0,44391,48,Unemployed,Married,No
21,96961,PhD,481.0,19908,48,Employed,Married,No
60,21980,PhD,835.0,32081,36,Self-Employed,Divorced,No
42,68290,Bachelors,840.0,42228,12,Employed,Divorced,Yes
49,46431,Masters,470.0,28386,24,Employed,Single,No
28,104976,Bachelors,708.0,33302,36,Self-Employed,Single,Yes
31,127288,,677.0,24212,48,Employed,Divorced,Yes
61,102711,High School,,40618,12,Employed,Divorced,No
57,134187,PhD,529.0,15698,60,Employed,Married,No
34,46385,Masters,418.0,9594,24,Employed,Married,No
50,58158,Bachelors,,30525,48,Self-Employed,Married,No
55,43019,PhD,764.0,19282,36,Employed,Divorced,Yes
41,38639,High School,403.0,19334,12,Self-Employed,Divorced,No
57,105530,Masters,801.0,34179,24,Employed,Divorced,Yes
25,119911,Masters,474.0,11644,12,Employed,Married,No
39,41563,Masters,720.0,40618,60,Employed,Divorced,Yes
34,59341,PhD,433.0,37933,36,Employed,Single,No
46,135672,Bachelors,690.0,48469,12,Self-Employed,Divorced,Yes
24,25776,Bachelors,800.0,38687,48,Self-Employed,Divorced,No
45,56444,Masters,332.0,46073,36,Self-Employed,Divorced,No
62,88916,High School,354.0,22375,48,Unemployed,Divorced,No
45,28711,High School,818.0,35926,12,Employed,,No
38,94318,Bachelors,311.0,41607,36,Employed,Single,No
60,102970,High School,827.0,22642,48,Self-Employed,Single,Yes
28,132301,Bachelors,672.0,28993,60,Unemployed,Divorced,No
59,105553,Masters,783.0,49386,60,Employed,Married,Yes
60,50707,Bachelors,527.0,26188,12,Self-Employed,,No
34,59110,Bachelors,606.0,37596,36,Employed,Divorced,Yes
52,149410,Masters,756.0,32772,24,Employed,Divorced,Yes
58,81788,High School,459.0,35857,36,Self-Employed,,No
53,102879,Bachelors,630.0,15776,60,Self-Employed,Married,Yes
43,58827,Bachelors,524.0,37835,48,Employed,Married,No
35,127188,,803.0,14788,24,Employed,Single,Yes
53,25655,High School,755.0,10660,12,Self-Employed,Married,No
45,64859,Bachelors,344.0,9478,24,Employed,Single,No
37,73625,Masters,513.0,13210,12,Employed,,No
53,72098,Bachelors,358.0,15922,24,Self-Employed,Married,No
22,35251,PhD,494.0,41289,12,Employed,Married,No
34,142413,Masters,788.0,38340,12,Employed,Married,Yes
60,20526,High School,,44850,24,Unemployed,Single,No
60,88760,High School,525.0,43163,24,Self-Employed,Divorced,No
